/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_acceptance_real/0.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_acceptance_real/18.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_acceptance_real/20.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_acceptance_real/22.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_acceptance_real/48.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_acceptance_real/50.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_acceptance_real/58.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_acceptance_real/60.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_acceptance_real/78.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_acceptance_real/8.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_acceptance_real/80.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_acceptance_real/82.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_acceptance_real/92.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_acceptance_real/94.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_grammy_real/16.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_grammy_real/36.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_grammy_real/44.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_grammy_real/54.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_grammy_real/62.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_grammy_real/64.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_grammy_real/68.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/100.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/136.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/144.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/160.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/164.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/172.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/178.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/18.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/180.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/2.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/20.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/216.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/250.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/266.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/272.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/278.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/282.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/286.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/296.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/308.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/318.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/322.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/326.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/342.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/348.wav,1,0
/local/tangytob/CPSC554x/Project_Dataset/tacotron2_dataset/drake_motivation_real/360.wav,1,0
